,Key,Topic,Substance,Class,Document
183,19_dxm,19,dxm,Dissociative psychedelics,break free PERSON turned on the light . this same thing went on all night long until the morning and i never got any sleep . i went to various different
184,13_methylone,13,methylone,Entactogens,slightly altered and able to function normally . i am not actually looking at a clock or stopwatch so while i feel my pulse racing i do know what the rate
185,205_dmt,205,dmt,Serotonergic psychedelics,less as it returns to the room around me that i started out in . slowly but quickly as if that makes any sense the sweet generous little beings fold themselves
186,170_mdma,170,mdma,Entactogens,help open his eyes to alot of things . boy was i at around o clock the of us all took our first dose i took of white ' . like
187,38_argyreia nervosa,38,argyreia nervosa,Serotonergic psychedelics,embarked on that left me incredibly scarred and traumatized so i decided to take a long break to internalize the insights gained from that experience . looked up ORG ORG ORG
188,177_psilocybin mushrooms,177,psilocybin mushrooms,Serotonergic psychedelics,the middle of the room and all over our blankets . my other friend his time tried to kill us all cuz he had a bad trip and almost woke my
189,174_argyreia nervosa,174,argyreia nervosa,Serotonergic psychedelics,of the psychic wars most of my experience is DATE behind me . i no longer drink alcoholic do smoke pot paranoia and drug tests at work . basically a lsa
190,196_dxm,196,dxm,Dissociative psychedelics,the mirror which was a huge mistake . i ca nt be sure of the time but i think it was about pm . as i looked in the mirror many
191,66_2c-b,66,2c-b,Serotonergic psychedelics,it for air . then after that stopped within min i got a feel good speedy type buzz then the massive kicked in i honestly wanted to go to the hospital
192,96_psilocybin mushrooms,96,psilocybin mushrooms,Serotonergic psychedelics,many ways . first of all i did experience a dramatic decrease in frequency and duration of migraines . during DATE DATE DATE i only experienced migraines as opposed to the
193,165_argyreia nervosa,165,argyreia nervosa,Serotonergic psychedelics,anything rash even though i could barely stand living another second . so after a long discussion with myself i got up and wiped up the mess i had made .
194,81_mdma,81,mdma,Entactogens,two gel caps mg each not weighed . administered one at t another at t time for a grand experiment i had been dealing with some anxiety and various distressing thoughts
195,60_psilocybin mushrooms,60,psilocybin mushrooms,Serotonergic psychedelics,. i sat in the shower enjoying myself for the next minutes . the effects slowly got more and more intense until reaching the climax where every single one of the
196,45_mdma,45,mdma,Entactogens,dance with wild blissful seeing all the other bodies moving with so much energy in time to the music filled me with the most intense joy . i felt part of
197,21_ayahuasca,21,ayahuasca,Serotonergic psychedelics,a huge magnification of the terror for even in dreams i that there is a time table or an expected part of the dream sensation . points of reference even at
198,44_salvia divinorum,44,salvia divinorum,Other,. after taking my first hit and holding it as placeholder as i could i quickly my lungs and lay back on the mattress . the taste leaves something to be
199,256_mdma,256,mdma,Entactogens,out this placeholder to accompany me on my roll . i have known m a long time and he has been with me in other first placeholder drug experiences . he
200,120_ayahuasca,120,ayahuasca,Serotonergic psychedelics,three shipments of ayahuasca paste tracked shipping in the hope that at least one would pass customs without problems . this can be dissolved in water or ingested directly . after
201,31_mdma,31,mdma,Entactogens,for me . i feel the sneak peak for about minutes . it goes very slow and almost like i notice coming up just being in this middle part for ever
202,94_buprenorphine,94,buprenorphine,Depressant / sedatives,and decided i probably would nt be needing to take anymore anytime soon . as time went on it got better and better . hydrocodone gives me a really euphoric energetic
203,154_buprenorphine,154,buprenorphine,Depressant / sedatives,well possible to inject i really really would recommend it . i got faded rather quickly but i still have to say that i prefer insufflating them . please save your
204,188_psilocybin mushrooms,188,psilocybin mushrooms,Serotonergic psychedelics,she said . well it GPE in DATE what did you expect we made the long and frustrating drive to the beach she had chosen and when we got there i
205,93_methylone,93,methylone,Entactogens,right environment however this compound might be useful for psychotherapy and relationship problems . hopefully time will prove it to be in no way shape or form do i recommend that
206,252_brugmansia spp.,252,brugmansia spp.,Deliriants,to my mind again that this is real . all i have to do is pass some test i think . i should respect those who try and teach me .
207,199_brugmansia spp.,199,brugmansia spp.,Deliriants,my this is what i wrote in my journal DATE DATE DATE we have to fast after breakfast . f and i are going to ingest PERSON PERSON . e and
208,180_brugmansia spp.,180,brugmansia spp.,Deliriants,finally saw the sleeping bag that j had given up on showing to me a long time ago . under the sleeping bag was a rug with square patterns on it
209,158_psilocybin mushrooms,158,psilocybin mushrooms,Serotonergic psychedelics,between my teeth . after awhile i felt like i started to come down i slowly drifted back to reality . it was a very slow progress but it was worth
210,175_mdma,175,mdma,Entactogens,had started binging i got as sucked up as pounds . i was sickly and slowly losing my mind . the funny thing is that i did even realize that i
211,225_mdma,225,mdma,Entactogens,felt kind of dreamlike and i have no idea what made me roll for so long . maybe i rolling and it was all about my attitude . but even DATE
212,83_mdma,83,mdma,Entactogens,eventually fade the peak will not last forever and that all bad feelings will eventually pass the comedown will not last forever either ecstasy helped me get out of my social
213,112_dom,112,dom,Serotonergic psychedelics,downers easy on my heart and i want to push my body too hard too quickly . a quarter of an ambien pill was just taken milligrams of zolpidem tartrate another
214,144_cannabis spp.,144,cannabis spp.,Depressant / sedatives,to me better watch out boy this is the shit that killed elvis ' the duration of this ceremony was long since the size of the blunt demanded it . as
215,229_dom,229,dom,Serotonergic psychedelics,insights i go back home and i later meet my wife . talkative but not speedy i just feel really good . i feel energetic but without my heart racing or
