,Topic Nr,Topic,Substance,Class,Document
208,1,001 - music - song - sound,2c-b,Serotonergic psychedelics,"...because what comes around goes anyway , even when i closed my eyes beautiful colours passed by and must say that never had music been so good . a warning though... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=18897#:~:text=because%20what%20comes,a%20warning%20though>URL</a>)"
212,1,001 - music - song - sound,2c-b,Serotonergic psychedelics,"...i was hearing , but rather what i was perceiving as the minute differences in time that it took various noises from the party to reach both my ear canals .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=21436#:~:text=i%20was%20hearing,,my%20ear%20canals.>URL</a>)"
648,1,001 - music - song - sound,2c-c,Serotonergic psychedelics,"...gone i was which is why i tried to stay on the floor dancing as long as possible , because its easier for me to deal with tripping hard if i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=34306#:~:text=gone%20I%20was,hard%20if%20i>URL</a>)"
717,1,001 - music - song - sound,2c-c,Serotonergic psychedelics,"...i was still a little under the influence from DATE , and it hit me fast . i heard voices , laughed continuously , saw quick lines of color , had... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=21642#:~:text=i%20was%20still,of%20color,%20had>URL</a>)"
726,1,001 - music - song - sound,2c-c,Serotonergic psychedelics,"...like moving at all . auditory distortions present themselves , it sounds like music is slowing down and dropping in pitch . it feels like each layer of sound is being... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=108603#:~:text=like%20moving%20at,sound%20is%20being>URL</a>)"
2959,1,001 - music - song - sound,2c-c,Serotonergic psychedelics,...of thoughts began . i felt great and started dancing . other effects set in quickly over the next half hour . emotional sensitivity to music and visual distortions grew GPE...- TBS:0.686  (NO URL)
489,1,001 - music - song - sound,2c-d,Serotonergic psychedelics,"...the came on . for those of you who heard the song , take a quick break and listen to it . obviously not the most positive song to listen to... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=87491#:~:text=the%20came%20on.,to%20listen%20to>URL</a>)"
733,1,001 - music - song - sound,2c-d,Serotonergic psychedelics,"...and i could enjoy the music a lot . it also seemed that , though time passed real quick , i was able to on a basis , if that makes... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=33196#:~:text=and%20I%20could,if%20that%20makes>URL</a>)"
743,1,001 - music - song - sound,2c-d,Serotonergic psychedelics,"...my mind tells me a story that the music is illustrating outwardly , and before long i am lost in pure emotion and unaware even of the physical act of playing... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=113297#:~:text=my%20mind%20tells,act%20of%20playing>URL</a>)"
744,1,001 - music - song - sound,2c-d,Serotonergic psychedelics,"...the plastic mats a bit too much . my vocal cords are very sore from long periods of screaming and a little hobby i have which during the trip i am... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=87284#:~:text=the%20plastic%20mats,trip%20I%20am>URL</a>)"
46,1,001 - music - song - sound,2c-e,Serotonergic psychedelics,"...call it the raw smell of . i have been hearing truck music for as long as i can visuals have died down a bit , i find myself at an... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=94159#:~:text=call%20it%20the,myself%20at%20an>URL</a>)"
106,1,001 - music - song - sound,2c-e,Serotonergic psychedelics,"...just too complicated and surprising for me to handle . but those overly intense moments pass and again i am no longer aware of routine soon the album is over and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=51296#:~:text=just%20too%20complicated,is%20over%20and>URL</a>)"
107,1,001 - music - song - sound,2c-e,Serotonergic psychedelics,"...to real world . i am slightly stunned . ending of the music seemed like slowly closing a door to that other side , full of those revelations . i take... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=51296#:~:text=to%20real%20world.,revelations.%20I%20take>URL</a>)"
111,1,001 - music - song - sound,2c-e,Serotonergic psychedelics,"...overclocked for those few hours , tuned in for all the signals that happen to pass my consciousness , were they in the form of sounds , images , tastes ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=51296#:~:text=overclocked%20for%20those,sounds,%20images,%20tastes,>URL</a>)"
132,1,001 - music - song - sound,2c-e,Serotonergic psychedelics,"...joy . we looked at each other and stated our happiness and laughed for the length of three songs , all pop . never have i felt such joy in my... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=36537#:~:text=joy.%20we%20looked,joy%20in%20my>URL</a>)"
152,1,001 - music - song - sound,2c-e,Serotonergic psychedelics,"...never seen anything so greatly in front of my eyes . my only judgement of time was the duration of the music i was listening to , and after the previous... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=64921#:~:text=never%20seen%20anything,after%20the%20previous>URL</a>)"
235,1,001 - music - song - sound,2c-e,Serotonergic psychedelics,"...stories , and i felt and saw myself playing the role . sounds were no longer sounds . instead , a sound , riff or note progression was an idea or... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=10583#:~:text=stories,%20and%20I,an%20idea%20or>URL</a>)"
253,1,001 - music - song - sound,2c-e,Serotonergic psychedelics,"...PERSON , i saw an owl , and a hawk , like another place and time . that song was truly mindblowing , good to see you , i missed you...- TBS:1.0  (NO URL)"
331,1,001 - music - song - sound,2c-e,Serotonergic psychedelics,"...recent seconds of audio input , chop it into pieces , rearrange them , and pass the audio on to the speakers . the end result was an incredibly disorienting barrage... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=11333#:~:text=recent%20seconds%20of,incredibly%20disorienting%20barrage>URL</a>)"
334,1,001 - music - song - sound,2c-e,Serotonergic psychedelics,"...not sleep for hours . the auditory effects induced by our game last for the duration of the trip . the next morning , the sound of birds chirping outside still... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=11333#:~:text=not%20sleep%20for,chirping%20outside%20still>URL</a>)"
793,1,001 - music - song - sound,2c-i,Serotonergic psychedelics,"...try to fall back to music now yawning and some body buzz . a slight time dilation . everything is squirming and whirling , visuals are too much already . i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=26669#:~:text=try%20to%20fall,much%20already.%20i>URL</a>)"
795,1,001 - music - song - sound,2c-i,Serotonergic psychedelics,"...watched ORG ORG ORG ORG . it helped to lift my mood a trip is slowing down , motifs are not so clear . patterns are not everywhere anymore . music...- TBS:1.0  (NO URL)"
803,1,001 - music - song - sound,2c-i,Serotonergic psychedelics,"...begin to feel truly affected by my dose , as the room sways to the slow , natural beat of the music . i going to read a few more posts... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=46937#:~:text=begin%20to%20feel,few%20more%20posts>URL</a>)"
805,1,001 - music - song - sound,2c-i,Serotonergic psychedelics,"...art . sleeping arrangements are discussed and it is obvious that they are coming down quickly . the time dilation between hours and was the cure is playing on the cd... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=32590#:~:text=art.%20sleeping%20arrangements,on%20the%20cd>URL</a>)"
812,1,001 - music - song - sound,2c-i,Serotonergic psychedelics,"...like i was floating a foot or two above my walking shell . people i passed were talking , but their conversations sounded like alien gibberish to me . the orange... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=31954#:~:text=like%20I%20was,me.%20the%20orange>URL</a>)"
820,1,001 - music - song - sound,2c-i,Serotonergic psychedelics,"...in the visuals . music was generally amazing , some songs were very annoying and quickly changed . i tended to lean towards gentle but trippy music , which produced amazing... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=85910#:~:text=in%20the%20visuals.,which%20produced%20amazing>URL</a>)"
845,1,001 - music - song - sound,2c-i,Serotonergic psychedelics,"...i did get up after the album was over it a little over an hour long and document the biggest parts of this experience . here is what i wrote i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=69973#:~:text=i%20did%20get,I%20wrote%20i>URL</a>)"
851,1,001 - music - song - sound,2c-i,Serotonergic psychedelics,"...music , exactly like a giant music visualization from an audio player . after a long while , its two sides became some sort of fish , bearing resemblance to chinese... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=87244#:~:text=music,%20exactly%20like,resemblance%20to%20chinese>URL</a>)"
855,1,001 - music - song - sound,2c-i,Serotonergic psychedelics,"...the light was , in fact , static . as i stared at the spot long enough , it would throb and change colors to the music warm colors , red... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=87244#:~:text=the%20light%20was,,warm%20colors,%20red>URL</a>)"
860,1,001 - music - song - sound,2c-i,Serotonergic psychedelics,"...second and i could have sworn i was going to black out , but i quickly shake it off and light up a i sitting down now , still listening to... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=56281#:~:text=second%20and%20I,still%20listening%20to>URL</a>)"
1228,1,001 - music - song - sound,2c-p,Serotonergic psychedelics,"...but the sensuality of the whole thing kept me still and staring . then , slowly , PERSON PERSON music video and lyrics would take over my consciousness , totally killing...- TBS:1.0  (NO URL)"
1242,1,001 - music - song - sound,2c-p,Serotonergic psychedelics,"...too impatient , there so much energy in the scene but it ca sit still long enough to channel into something we take the music to the roof where we dance... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=86383#:~:text=too%20impatient,%20there,where%20we%20dance>URL</a>)"
1426,1,001 - music - song - sound,2c-p,Serotonergic psychedelics,"...that the crowd be appreciative of his music selection . we discussed this for a short while before turning to l looks at what written and finds issue with the semantics... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=85239#:~:text=that%20the%20crowd,with%20the%20semantics>URL</a>)"
1444,1,001 - music - song - sound,2c-p,Serotonergic psychedelics,"...i am very happy to listen to my own written track . after quite a time i join r to sit near the fire place . t we feel slow comedown... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=97452#:~:text=i%20am%20very,feel%20slow%20comedown>URL</a>)"
1453,1,001 - music - song - sound,2c-p,Serotonergic psychedelics,"...still entertaining , and i even played some guitar along to sci . this was short lived though . in the end i crawled in my bed under a blanket ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=89337#:~:text=still%20entertaining,%20and,under%20a%20blanket,>URL</a>)"
