,Topic Nr,Topic,Substance,Class,Document
5535,0,000 - heart - rate - beating,mitragyna speciosa,Depressant / sedatives,"...also feels like i not breathing at all . it really feels like the ultimate time the kratom is still running strong . a bit less intense then an hour ago... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=53000#:~:text=also%20feels%20like,an%20hour%20ago>URL</a>)"
5562,0,000 - heart - rate - beating,mitragyna speciosa,Depressant / sedatives,".... very near climax , my heart began pounding very hard and very , very fast . i was unable to climax , to both of our disappointment , because i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105426#:~:text=.%20very%20near,disappointment,%20because%20i>URL</a>)"
5567,0,000 - heart - rate - beating,mitragyna speciosa,Depressant / sedatives,"...of the i will feel a slight numbing sensation on the tip of my heart rate will increase slightly and breathing is slightly shallower . also my jaw will tighten up... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=68846#:~:text=of%20the%20I,will%20tighten%20up>URL</a>)"
5571,0,000 - heart - rate - beating,mitragyna speciosa,Depressant / sedatives,"...start trying to relax and do breathing exercises . it really helps and my heart rate decrease , but it still very fast i count about beats per second . i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=81443#:~:text=start%20trying%20to,per%20second.%20i>URL</a>)"
5576,0,000 - heart - rate - beating,mitragyna speciosa,Depressant / sedatives,"...breathe . this scared me slightly and i woke up in a . however i quickly remembered and eventually took a deep breathe and everything was back to calm again .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=50281#:~:text=breathe.%20this%20scared,to%20calm%20again.>URL</a>)"
5579,0,000 - heart - rate - beating,mitragyna speciosa,Depressant / sedatives,"...never felt i stop climbing and go back to my chair . my heart does slow down . i totally scared i think i could have a heart attack and die... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=81443#:~:text=never%20felt%20I,attack%20and%20die>URL</a>)"
5580,0,000 - heart - rate - beating,mitragyna speciosa,Depressant / sedatives,"...explain him how i feeling . speaking with him helps much , and my heart rate starts decreasing steadily it remains fast , but not in such a frightening i hang... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=81443#:~:text=explain%20him%20how,frightening%20I%20hang>URL</a>)"
5439,0,000 - heart - rate - beating,morphine,Depressant / sedatives,"...drug dispersal . i remember waiting about three seconds , and my heart started beating faster , and then complete relaxation . no pain at all , and no cares at... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=66708#:~:text=drug%20dispersal.%20I,no%20cares%20at>URL</a>)"
5447,0,000 - heart - rate - beating,morphine,Depressant / sedatives,"...turn life threatening . as i watched the tv i realized my breathing and heart rate were extremely . my heart rate was probably around and i had to make a... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=68865#:~:text=turn%20life%20threatening.,to%20make%20a>URL</a>)"
5448,0,000 - heart - rate - beating,morphine,Depressant / sedatives,"...had to make a conscious effort to breathe . i realized my breathing and heart rate were extremely . my heart rate was probably around and i had to make a... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=68865#:~:text=had%20to%20make,to%20make%20a>URL</a>)"
5484,0,000 - heart - rate - beating,oxycodone,Depressant / sedatives,"...lay down thinking i was going to die cause my my heart was beating so fast . i try to calm myself , so i started to relax , i was... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=41234#:~:text=lay%20down%20thinking,relax,%20I%20was>URL</a>)"
5688,0,000 - heart - rate - beating,oxycodone,Depressant / sedatives,"...but not the kind of jitteriness i get when i drink too much coffee too fast . it more like when it cold outside and my jaw muscles clench up and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=81006#:~:text=but%20not%20the,clench%20up%20and>URL</a>)"
5689,0,000 - heart - rate - beating,oxycodone,Depressant / sedatives,"...soooo peaceful . almost too strong , but that only if i panic , as long as i know i took a safe amount i safe . just enjoy the feelings... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=62971#:~:text=soooo%20peaceful.%20almost,enjoy%20the%20feelings>URL</a>)"
5703,0,000 - heart - rate - beating,oxycodone,Depressant / sedatives,"...could feel my arms or legs , and soon enough my breathing became shallow and short . once and again , i experienced what they call apnea , where i completely... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=75307#:~:text=could%20feel%20my,where%20I%20completely>URL</a>)"
5707,0,000 - heart - rate - beating,oxycodone,Depressant / sedatives,"...teeth a sort of buzz or vibration that seems to pulse , my heart is slower , i believe this is part of the high . this is not the end... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=81018#:~:text=teeth%20a%20sort,not%20the%20end>URL</a>)"
5715,0,000 - heart - rate - beating,oxycodone,Depressant / sedatives,"...want to be doing anything else . i also start noticing that me breathing is slower , but i know i on this dose before so i worry about it .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=94897#:~:text=want%20to%20be,worry%20about%20it.>URL</a>)"
5716,0,000 - heart - rate - beating,oxycodone,Depressant / sedatives,"...body . i light up my joint and turn on some netflix , my heart rate is slightly increased though i think just from excitement and anticipation , nothing to worry... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=111325#:~:text=body.%20I%20light,nothing%20to%20worry>URL</a>)"
6380,0,000 - heart - rate - beating,oxycodone,Depressant / sedatives,"...once in a while it would seem as though i taken a breath in too long . i felt that i needed to think about breathing . that can be a... - TBS:0.96  (<a href=https://erowid.org/experiences/exp.php?ID=15054#:~:text=once%20in%20a,can%20be%20a>URL</a>)"
6621,0,000 - heart - rate - beating,oxycodone,Depressant / sedatives,"...gave him one , after checking my pulse , and his . both were slightly slow , but nothing to worry about . as i massaged his feet , i told... - TBS:0.865  (<a href=https://erowid.org/experiences/exp.php?ID=32247#:~:text=gave%20him%20one,,feet,%20I%20told>URL</a>)"
5670,0,000 - heart - rate - beating,papaver somniferum,Depressant / sedatives,"...think , god , what have i gotten myself into . luckily , this was short lived , as the panic subsided when i convinced myself it would get much as... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=43271#:~:text=think,%20god,%20what,get%20much%20as>URL</a>)"
5616,0,000 - heart - rate - beating,piper methysticum,Depressant / sedatives,"...from thoughts , but it felt like i did shots of caffeine because my heart rate went up . i am not a fan of caffeine or being jittery so i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=107482#:~:text=from%20thoughts,%20but,jittery%20so%20i>URL</a>)"
5660,0,000 - heart - rate - beating,piper methysticum,Depressant / sedatives,"...go to the store for some drinks before leaving i notice my heartbeat feels more rapid , and stronger . checking my pulse , i read about . minutes later i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=11395#:~:text=go%20to%20the,minutes%20later%20i>URL</a>)"
5661,0,000 - heart - rate - beating,piper methysticum,Depressant / sedatives,"...off to the store on my bike getting there i realise i rode way to fast . i out of breath and my heart feels like a jackhammer . i go... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=11395#:~:text=off%20to%20the,jackhammer.%20I%20go>URL</a>)"
5664,0,000 - heart - rate - beating,piper methysticum,Depressant / sedatives,"...breath and my heart feels like a jackhammer . i go to the nifty pulse rate meter in the supermarket and it reads off and everything else is way too high... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=11395#:~:text=breath%20and%20my,way%20too%20high>URL</a>)"
5641,0,000 - heart - rate - beating,piracetam,Depressant / sedatives,"...blood pressure is still climbing bpm . normally i would feel tense and in a hurry , but now , in spite of the active mood and doing many different things... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=68705#:~:text=blood%20pressure%20is,many%20different%20things>URL</a>)"
5654,0,000 - heart - rate - beating,sceletium tortuosum,Depressant / sedatives,"...had a racing heart . lying down generally took care of the problem and as long as i did try anything too active i be ok . this is something i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=14384#:~:text=had%20a%20racing,is%20something%20i>URL</a>)"
6615,0,000 - heart - rate - beating,sceletium tortuosum,Depressant / sedatives,...anything in particular . i began to wonder whether PERSON was all about the small shortly afterwards i thought i would test my anxiety levels by doing something that would normally...- TBS:0.866  (NO URL)
6125,0,000 - heart - rate - beating,tramadol,Depressant / sedatives,"...sharply awake when i gasp for air , i realise that my heart has seriously slowed down and i can not breath well unless i force myself to . i am... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=62694#:~:text=sharply%20awake%20when,to.%20I%20am>URL</a>)"
6141,0,000 - heart - rate - beating,tramadol,Depressant / sedatives,"...down , that everything would probably be okay . my heartbeat went up to the pace of a drum , and i knew that it was very unhealthy . i crawled... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=44485#:~:text=down,%20that%20everything,unhealthy.%20I%20crawled>URL</a>)"
6153,0,000 - heart - rate - beating,tramadol,Depressant / sedatives,"..., i did know if i was going to die or not , my heart rate would not go down , and on top of that i could piss to save... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=44485#:~:text=,%20I%20did,piss%20to%20save>URL</a>)"
6162,0,000 - heart - rate - beating,tramadol,Depressant / sedatives,"...due to being light headed and worry free i noticed my breathing was a little slower than normal . in fact , i was breathing very shallow and needed to manually... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=82060#:~:text=due%20to%20being,needed%20to%20manually>URL</a>)"
6176,0,000 - heart - rate - beating,tramadol,Depressant / sedatives,"...thing even if i try . feel a lot more energized . breathing and heartbeat slowed down even more . i decided to clean my house , check my email ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=114665#:~:text=thing%20even%20if,check%20my%20email,>URL</a>)"
6193,0,000 - heart - rate - beating,tramadol,Depressant / sedatives,"...was going to die , i thought i was having a heart attack as my rate easily rose to . then i realized i was lying in a pool of sweat... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=106778#:~:text=was%20going%20to,pool%20of%20sweat>URL</a>)"
6208,0,000 - heart - rate - beating,tramadol,Depressant / sedatives,"...watching myself through my own eyes . i was jittery , lost my temper very quickly , had a racing that sometimes made me worried i was damaging my organs ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=81504#:~:text=watching%20myself%20through,damaging%20my%20organs,>URL</a>)"
6241,0,000 - heart - rate - beating,tramadol,Depressant / sedatives,"...starting to worry , so the anxiety could be playing an important role heart still fast , going around bpm while resting . cotton mouth and throat feels dry . still... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=113030#:~:text=starting%20to%20worry,,feels%20dry.%20still>URL</a>)"
6264,0,000 - heart - rate - beating,tramadol,Depressant / sedatives,"...raging chest infection . i was prescribed codeine cough medicine . my chest infection subsided shortly thereafter , but i continued to take the cough medicine because it helped me fall... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=64727#:~:text=raging%20chest%20infection.,helped%20me%20fall>URL</a>)"
6531,0,000 - heart - rate - beating,tramadol,Depressant / sedatives,"...die what were you thinking but i calmed myself with serene thoughts . my heart rate seemed to slow after that , however it would speed up manically independent from any... - TBS:0.9  (<a href=https://erowid.org/experiences/exp.php?ID=44485#:~:text=die%20what%20were,independent%20from%20any>URL</a>)"
